  xGF	  xGC	  GF	  GC	  HF	  HC	  xGD	  GD	  HD	Replay ID                           	  P(Win)	  P(Result)	  P(Score)	  Luck %	Outcome  	  StartTime
 8.23	 3.46	   2	   3	  82	 134	 4.77	  -1	 -52	5a6b0508-98c8-42b9-bfe8-12efecde0146	   95.85	       4.15	      0.05	  -95.85	L*       	 1623364545
 3.47	 4.49	   1	   4	  65	  60	-1.02	  -3	   5	c9c07a26-c230-4e07-bc27-f94ae6d12e1d	   32.22	      67.78	      1.46	  -32.22	L        	 1623518257
 4.07	 3.94	   2	   3	  61	  73	 0.13	  -1	 -12	ebf2373f-349a-4260-8b53-b43080996355	   52.23	      47.77	      3.32	  -52.23	L        	 1623518678
 4.64	 7.02	   2	   9	  72	  88	-2.37	  -7	 -16	94ee48f8-fccf-4621-a347-2fcf33577d53	   16.12	      83.88	      0.66	  -16.12	L        	 1623519180
 4.13	 4.59	   4	   2	  64	  80	-0.46	   2	 -16	bb3ec6ff-0f00-40b7-961e-c7e995f197a2	   42.82	      42.82	      2.52	   57.18	W        	 1623526375
 2.88	 7.89	   1	   3	  59	  83	-5   	  -2	 -24	3333e1a4-8ee4-47e8-aacf-c80855447d21	    1.49	      98.51	      0.06	   -1.49	L        	 1623526923
 5.12	 4.3 	   3	   4	  87	  92	 0.82	  -1	  -5	512cf526-6c66-461b-b8ab-aa856d194b59	   63.77	      36.23	      3.67	  -63.77	L*       	 1623527458
 6.19	 3.87	   6	   3	  77	  60	 2.33	   3	  17	25aa3234-5c73-414b-ba33-9aeed1a2597b	   83.22	      83.22	      5.83	   16.78	W        	 1623527891
 6.16	 2.42	   4	   2	  82	  85	 3.74	   2	  -3	d3541cb3-3372-43b2-9b3b-80cf6417a99a	   94.05	      94.05	      3.89	    5.95	W        	 1623528339
 3.85	 3.3 	   6	   2	  63	  64	 0.55	   4	  -1	ee45d5ef-c6b0-4cbd-b85f-04588b610c48	   59.57	      59.57	      2.4 	   40.43	W        	 1623528866
 5.22	 0.78	   6	   1	  49	  26	 4.45	   5	  23	80b9023f-01ae-4f0d-bb38-41b83ba4d636	   99.41	      99.41	     10.56	    0.59	W        	 1623529150
 4.79	 3.33	   0	   2	  59	  81	 1.46	  -2	 -22	e7569a76-f2b3-48ac-b6c7-ac3a77d6c138	   75.17	      24.83	      0.03	  -75.17	L        	 1623529531
 3.93	 6.17	   2	   1	  77	 106	-2.24	   1	 -29	d174f147-14b4-4c35-8b6f-eae6dd93740f	   19.55	      19.55	      0.06	   80.45	W        	 1623530119
 4.76	 3.3 	   4	   2	  59	  63	 1.46	   2	  -4	e0164c44-37e2-48dc-82b5-52eb50bb76af	   74.83	      74.83	      5.63	   25.17	W        	 1623618530
 7.81	 5.7 	   3	   4	  99	 104	 2.11	  -1	  -5	11e3a216-4067-4d2a-b3c6-3fa970e48c5b	   77.23	      22.77	      0.21	  -77.23	L*       	 1623619090
 4.64	 2.2 	   3	   0	  51	  60	 2.44	   3	  -9	16bf969f-86c0-4d80-9930-883daf97a6a9	   88.17	      88.17	      1.33	   11.83	W        	 1623619419
 5.21	 4.06	   4	   1	  69	  93	 1.15	   3	 -24	685377e9-63bd-4b19-8b2d-2ac3e1420cf8	   67.32	      67.32	      1.03	   32.68	W        	 1623619932
 5.47	 3.56	   6	   2	  77	  80	 1.91	   4	  -3	bc5bb710-0fe9-43ee-999b-f880db0b1ce2	   78.57	      78.57	      3.93	   21.43	W        	 1623620414
 2.51	 2.31	   4	   3	  85	  76	 0.2 	   1	   9	eea39720-1f14-479b-a4cc-3a40d36f5c34	   54.46	      54.46	      4.2 	   45.54	W*       	 1623620904
 4.99	 4.38	   5	   6	  60	  76	 0.61	  -1	 -16	ee563358-c9b7-4a09-a1d1-3e733fbc5263	   59.92	      40.08	      3.74	  -59.92	L        	 1623621426
 6.58	 2.25	   3	   2	  80	  76	 4.33	   1	   4	943238af-4037-4a07-9667-265dba4795a3	   97.71	      97.71	      1.23	    2.29	W        	 1623621872
 2.88	 0.72	   4	   0	  22	  34	 2.17	   4	 -12	97ac28f1-6946-4731-aa16-0050649b8d2f	   92.94	      92.94	      9.7 	    7.06	W        	 1623622078
 6.84	 5.97	   3	   6	  73	  70	 0.87	  -3	   3	bba52321-88c6-44e2-92c9-4a336265ec6a	   62.5 	      37.5 	      0.74	  -62.5 	L        	 1623622566
 2.92	 2.83	   4	   1	  61	  67	 0.1 	   3	  -6	fe39eb3f-69b1-4c49-81b6-4596fa629d19	   52.22	      52.22	      3.54	   47.78	W        	 1623622920
 4.05	 2.04	   3	   2	  55	  92	 2.01	   1	 -37	3c42f873-b423-4bc1-9b74-b6dec0a7520c	   85.2 	      85.2 	      8.95	   14.8 	W        	 1623623363
 2.96	 4.29	   2	   3	  72	  81	-1.33	  -1	  -9	38eb23d3-1336-45ed-8cbd-07ded696aa1c	   28.13	      71.87	      5.51	  -28.13	L        	 1623702915
 5.21	 2.17	   3	   0	  60	  75	 3.04	   3	 -15	311edc58-e508-4f59-a002-8926a3fc3d74	   92.15	      92.15	      1.04	    7.85	W        	 1623703328
 5.23	 5.39	   2	   3	  69	 111	-0.15	  -1	 -42	f18e5d08-a0ae-4d57-aa83-dc74b22733f9	   47.85	      52.15	      0.48	  -47.85	L*       	 1623703830
 5.85	 6.53	   3	   4	  79	  93	-0.68	  -1	 -14	97e9cecb-74f4-4559-a695-4407cb1ec77e	   39.91	      60.09	      0.73	  -39.91	L*       	 1623704349
 3.38	 6.88	   2	   3	 102	 126	-3.51	  -1	 -24	f0067a50-45c5-41da-8848-61567877a0dc	    7.58	      92.42	      0.39	   -7.58	L*       	 1623705124
 3.79	 2.12	   5	   0	  48	  36	 1.67	   5	  12	a2a6529b-b7d3-4b63-981d-326a1ac6d7f7	   81.88	      81.88	      1.34	   18.12	W        	 1623705416
 5.36	 5.18	   3	   2	  79	  88	 0.18	   1	  -9	08f7d0a9-842d-46fb-99f1-9287cb076cf7	   52.67	      52.67	      0.57	   47.33	W*       	 1623705999
 2.79	 4.79	   5	   7	  71	  85	-2   	  -2	 -14	a707c024-5f84-40e8-bfc6-2f48397d701c	   18.68	      81.32	      0.84	  -18.68	L        	 1623706546
 5.52	 3.54	   5	   2	  66	  76	 1.98	   3	 -10	860ad5e9-8688-4ed4-9b96-0e777231e6a6	   80.4 	      80.4 	      4.65	   19.6 	W        	 1623706994
 3.91	 2.88	   2	   1	  95	  73	 1.02	   1	  22	e4d29b9f-15db-46dd-a3c5-47c874ab4f33	   67.52	      67.52	      2.41	   32.48	W*       	 1623707448
 7.33	 2.51	   3	   1	  69	  76	 4.82	   2	  -7	50edbc27-3cc3-4549-96de-5aa6545e63ea	   98.19	      98.19	      0.23	    1.81	W        	 1623707852
 3.41	 3.98	   3	   4	  66	  69	-0.57	  -1	  -3	d603a93a-8ab9-4f46-96df-5cd01e4ee319	   40.43	      59.57	      6.85	  -40.43	L        	 1623708330
 3.11	 4.52	   0	   4	  60	  80	-1.41	  -4	 -20	1b739064-a520-427c-b102-b4b784078432	   27.28	      72.72	      0.69	  -27.28	L        	 1623708724
 4.68	 3.33	   2	   3	  79	  92	 1.36	  -1	 -13	114dbfc0-05db-425c-b215-b3aff62779b7	   71.49	      28.51	      2.24	  -71.49	L*       	 1623709168
 5.58	 3.61	   6	   1	  50	  61	 1.97	   5	 -11	a02fa9bc-9dca-44d5-8233-9e6cdb7fe43b	   81.05	      81.05	      0.97	   18.95	W        	 1623790561
 4.38	 1.75	   0	   1	  69	  66	 2.63	  -1	   3	8f2d35a3-ec0b-4e04-a9ef-0bad333262ac	   90.71	       9.29	      0.07	  -90.71	L*       	 1623790964
 3.2 	 4.56	   2	   3	  72	  75	-1.36	  -1	  -3	185c5314-18c3-48c5-a7fc-87e7539b511f	   26.46	      73.54	      4.28	  -26.46	L        	 1623791379
 2.91	 2.89	   0	   1	  68	  61	 0.02	  -1	   7	c8ffb998-0050-41b6-9fcb-18d0eb39105a	   49.73	      50.27	      0.43	  -49.73	L        	 1623791846
 6.07	 3.8 	   3	   2	  78	  73	 2.27	   1	   5	648b713e-f163-4631-b5e4-0f180e5fb823	   81.53	      81.53	      0.99	   18.47	W        	 1623792281
 2.57	 2.87	   4	   0	  69	  68	-0.3 	   4	   1	0b75f167-9235-4e6b-9505-baf18e065f05	   43.46	      43.46	      0.46	   56.54	W        	 1623792624
 2.41	 5.78	   1	   4	  68	  84	-3.37	  -3	 -16	ac8bedea-d139-41ce-bcbc-05838d57dc5b	    6.81	      93.19	      3.29	   -6.81	L        	 1623793061
 4.31	 4.65	   3	   2	  81	 102	-0.33	   1	 -21	bae60ba7-1c99-42ea-8230-558f4eb7d8d1	   44.66	      44.66	      1.76	   55.34	W*       	 1623793583
 3.29	 2.79	   2	   3	  73	  67	 0.51	  -1	   6	f801d271-c985-44f4-b079-dc55fcdb945e	   59.44	      40.56	      6.77	  -59.44	L        	 1623794024
 3.44	 6.27	   2	   5	  69	  79	-2.82	  -3	 -10	f78e8a2e-55d5-43f4-ba34-815568289126	   12.23	      87.77	      3.6 	  -12.23	L        	 1623794495
 8.62	 6.1 	   3	   4	  82	  83	 2.52	  -1	  -1	56fc80d1-ad37-400e-8c43-826d43fc8435	   82.71	      17.29	      0.02	  -82.71	L        	 1623794953
 5.28	 3.38	   4	   3	  72	  87	 1.9 	   1	 -15	b511fe15-ca84-48df-9f20-901d879e55ee	   79.56	      79.56	      5.9 	   20.44	W        	 1623795427
 3.6 	 4.03	   2	   1	  78	  62	-0.44	   1	  16	1789cb42-ff99-4031-bcc2-bda7d41e3a1f	   41.8 	      41.8 	      0.55	   58.2 	W        	 1623795814
 3.51	 6.05	   1	   5	  78	  71	-2.53	  -4	   7	fd3839f4-148c-46fe-8cab-17595f43c857	   14.37	      85.63	      1.66	  -14.37	L        	 1623796259
 2.02	 4.59	   3	   1	  64	  67	-2.57	   2	  -3	f2ca41b5-4c22-44b2-90ce-cbdb85983c54	   11.1 	      11.1 	      0.32	   88.9 	W        	 1623879257
 7.54	 4.23	   6	   2	  74	  91	 3.3 	   4	 -17	62e3f80d-0111-49f4-a1fc-1da5908581eb	   89.2 	      89.2 	      1.98	   10.8 	W        	 1623879752
 4.21	 5.17	   4	   3	  66	  96	-0.95	   1	 -30	379f3312-fae1-49e7-9db8-e678a802eec4	   34.13	      34.13	      3.45	   65.87	W*       	 1623880356
 6.04	 0.38	   4	   0	  52	  36	 5.66	   4	  16	bfbd88eb-5882-4540-85e5-cd21457a472e	   99.92	      99.92	      8.07	    0.08	W        	 1623880738
 2.89	 7.37	   1	   5	  66	  87	-4.48	  -4	 -21	52ec9fef-24d0-42c4-9533-f554f04bd103	    3.1 	      96.9 	      1.38	   -3.1 	L        	 1623881199
 4.8 	 4.42	   3	   2	  65	  77	 0.38	   1	 -12	f20a2762-ec2b-4021-bdec-e0b22ba5aa19	   56.36	      56.36	      1.32	   43.64	W        	 1623881627
 5.74	 7.57	   1	   8	  70	 110	-1.83	  -7	 -40	47082291-ea2d-43f8-b713-fbb109260fd4	   25.52	      74.48	      0.09	  -25.52	L        	 1623882128
 4.15	 3.84	   3	   1	  74	  61	 0.31	   2	  13	41d79639-5f2c-4b40-8aff-41b3020def2f	   55.46	      55.46	      0.83	   44.54	W        	 1623882570
 1.34	 5.41	   2	   3	  63	  75	-4.08	  -1	 -12	e2ab47d6-bcd7-459b-8b34-5ddff9b9ab88	    3.19	      96.81	      2.64	   -3.19	L        	 1623883027
 5.71	 4.13	   5	   4	  83	  97	 1.58	   1	 -14	1edf2a0b-8665-4063-a630-88c58f299a58	   74.65	      74.65	      6.96	   25.35	W*       	 1623883576
 5.03	 5.1 	   6	   4	  84	  81	-0.07	   2	   3	4d228708-fbf1-4f7f-af8e-d8c49bc68201	   49.18	      49.18	      5   	   50.82	W        	 1623884083
 5.49	 1.99	   8	   2	  59	  39	 3.5 	   6	  20	88ab90cd-fe5f-4d14-8fd0-d46985f81efc	   95.08	      95.08	      2.66	    4.92	W        	 1623963534
 3.26	 4.47	   2	   3	  68	  87	-1.21	  -1	 -19	ba48c6be-a75f-4983-8512-ee0fbe974d4e	   30.17	      69.83	      4.36	  -30.17	L*       	 1623963983
 5.16	 2.28	   6	   2	  52	  48	 2.89	   4	   4	7f189941-e33b-4e5f-9802-43efabb3f211	   92.29	      92.29	      7.67	    7.71	W        	 1623964350
 4.35	 4.32	   2	   4	  63	  83	 0.03	  -2	 -20	7123fef7-4d70-4176-9b57-53dd0a5aab22	   50.1 	      49.9 	      3.2 	  -50.1 	L        	 1623964790
 4.9 	 4.04	   4	   1	  72	  69	 0.86	   3	   3	7f358a45-5c79-4a21-8176-bb30fcba0980	   64.63	      64.63	      1.3 	   35.37	W        	 1623965219
 5.73	 4.12	   1	   2	  66	  69	 1.6 	  -1	  -3	c182b94f-55cd-4f34-8c2f-6831e6d9fe42	   75.39	      24.61	      0.03	  -75.39	L*       	 1623965631
 5   	 4.07	   2	   3	  65	  85	 0.93	  -1	 -20	74a59845-708c-4d47-9ba2-f8c36bb6c757	   65.82	      34.18	      1.09	  -65.82	L        	 1623966060
 4.32	 4.05	   5	   2	  72	  78	 0.28	   3	  -6	71e63e29-b068-4e93-a160-e18392023b51	   54.57	      54.57	      3.17	   45.43	W        	 1623966518
 6.51	 2.63	   5	   2	  84	  91	 3.87	   3	  -7	e4a2463c-d13e-43da-8a69-c542de943ab6	   94.91	      94.91	      4.62	    5.09	W        	 1623967176
 3.24	 7.6 	   2	   5	  71	  83	-4.36	  -3	 -12	96e79a3b-0701-4872-bbae-9253c611baa1	    3.7 	      96.3 	      1.94	   -3.7 	L        	 1623967621
 3.74	 6.49	   3	   5	  68	  94	-2.75	  -2	 -26	59aa322e-a1b4-4d27-96bf-2920be57ca9c	   12.89	      87.11	      4.4 	  -12.89	L        	 1623968076
 2.67	 1.3 	   4	   0	  28	  39	 1.37	   4	 -11	007b7ff4-03d6-42aa-9364-10ff373abe34	   80.11	      80.11	      3.74	   19.89	W        	 1623968317
 5.36	 4.46	   3	   2	  80	  87	 0.9 	   1	  -7	2069f8f6-5626-4b0f-ac6a-d8987d979450	   64.01	      64.01	      1.04	   35.99	W*       	 1623968762
 3.26	 4.31	   1	   2	  88	  87	-1.05	  -1	   1	a5b89cd4-174d-48af-99ad-ad8512496d92	   33.02	      66.98	      1.29	  -33.02	L*       	 1623969258
 2.3 	 2.86	   2	   3	  73	  79	-0.55	  -1	  -6	6e8f7bc3-c552-45f1-a0c4-8357a181b69f	   38.92	      61.08	     11.22	  -38.92	L*       	 1623969687
 3.84	 2.24	   7	   1	  56	  58	 1.6 	   6	  -2	bc521809-c92f-4474-b7c8-70c8204bbc4f	   78.53	      78.53	      0.89	   21.47	W        	 1623970099
 7.46	 7.5 	   6	   5	  83	  81	-0.04	   1	   2	47ee50dc-d80e-4c69-bf9f-8f8df68ee477	   49.29	      49.29	      1.83	   50.71	W        	 1623970616
 3.42	 4.8 	   3	   4	  80	  76	-1.38	  -1	   4	7a71d999-bde0-4e67-afd0-27e39c9fc729	   26.83	      73.17	      7.44	  -26.83	L        	 1624050457
 4.33	 3.25	   2	   1	  62	  88	 1.07	   1	 -26	2f72781e-152d-4a76-9f58-8d34f6e04205	   68.07	      68.07	      1.18	   31.93	W        	 1624050835
 5.47	 3.85	   4	   0	  66	  68	 1.62	   4	  -2	bc8d33ba-db93-46a1-ab30-bb73e3c1d792	   75.65	      75.65	      0.19	   24.35	W        	 1624051197
 4.55	 3.69	   4	   3	  73	  63	 0.86	   1	  10	176caae9-1627-48b1-8561-9c750a5fddc5	   64.86	      64.86	      7.3 	   35.14	W        	 1624051657
 3.32	 2.91	   2	   0	  67	  66	 0.41	   2	   1	fc6c168b-a1c3-47bf-a334-e92600e1e1d2	   58.55	      58.55	      0.95	   41.45	W        	 1624052004
 2.6 	 2.7 	   2	   1	  58	  88	-0.1 	   1	 -30	ffb5b2ab-d5d2-427d-a835-da6a8ff74a44	   48.38	      48.38	      6.08	   51.62	W        	 1624052398
 3.72	 4   	   2	   3	  56	  74	-0.28	  -1	 -18	ab5a1a6d-4a28-478b-b67e-5ba4fc72306b	   45.44	      54.56	      4.02	  -45.44	L        	 1624052955
 2.08	 3.71	   3	   2	  71	  85	-1.63	   1	 -14	aa4c0fa4-4d8a-4522-b4f1-5a51eefb29db	   21.34	      21.34	      3.76	   78.66	W        	 1624053397
 3.08	 5.01	   4	   5	  63	  88	-1.94	  -1	 -25	e2c6b9e6-f77a-4591-86de-ab46fd7036fe	   19.44	      80.56	      5.43	  -19.44	L        	 1624053922
 2.93	 6.5 	   1	   3	  65	  70	-3.58	  -2	  -5	88f3950d-eed7-44e0-9555-f8dd705b2bf9	    6.83	      93.17	      0.48	   -6.83	L        	 1624054348
 2.83	 0.33	   4	   0	  37	  26	 2.5 	   4	  11	ee80f668-2314-42fd-8ddb-7d6895d44e77	   95.33	      95.33	     13.88	    4.67	W        	 1624054570
 1.8 	 2.5 	   1	   3	  65	  79	-0.7 	  -2	 -14	6936a0ee-553f-4cdd-ab46-62a1af749c6e	   35.48	      64.52	      9.77	  -35.48	L        	 1624054965
 3.04	 5.49	   3	   5	  71	  75	-2.45	  -2	  -4	0dc2b3bc-d6d3-460f-b1cd-6be07f19d58e	   12.97	      87.03	      8.32	  -12.97	L        	 1624055462
 3.97	 4.97	   2	   6	  65	  91	-1   	  -4	 -26	5bbecae9-8b27-4ce6-847c-b00f5005227b	   33.69	      66.31	      2.83	  -33.69	L        	 1624055976
 4.17	 6.12	   4	   5	  76	 111	-1.94	  -1	 -35	e37ecc1c-a566-4fd5-a63c-16cf0b535e3c	   21.71	      78.29	      5.24	  -21.71	L*       	 1624128633
 1.42	 4.62	   2	   4	  56	  78	-3.2 	  -2	 -22	5fbc4409-4912-48cc-8f8e-2369ac8fd391	    6.14	      93.86	      6.48	   -6.14	L        	 1624129071
 2.8 	 5.22	   1	   2	  59	  94	-2.42	  -1	 -35	42de5aa3-bb52-4c14-bbb8-6e770197c809	   15.06	      84.94	      0.75	  -15.06	L*       	 1624129470
 5.4 	 2.69	   1	   3	  73	  62	 2.72	  -2	  11	73d475d5-7729-46fb-89d2-84b5a2770dfe	   87.85	      12.15	      0.32	  -87.85	L        	 1624129893
 3.75	 4.33	   2	   3	  66	  71	-0.57	  -1	  -5	bfe02930-9f03-48a6-b7c9-f128ca29a757	   39.36	      60.64	      3.54	  -39.36	L        	 1624130320
 3.97	 2.9 	   2	   3	  72	  84	 1.07	  -1	 -12	b1759e4a-4295-4424-a266-ab57cfbffd28	   68.26	      31.74	      4.02	  -68.26	L*       	 1624130775
 3.74	 4.4 	   4	   3	  66	  75	-0.65	   1	  -9	3ed27e5a-d425-4ef5-a234-551bb67bab77	   38.44	      38.44	      5.64	   61.56	W        	 1624131247
 3.58	 2.07	   2	   3	  57	  79	 1.51	  -1	 -22	43107479-8a6c-4943-84f3-8ba101809c44	   78.47	      21.53	      4.29	  -78.47	L        	 1624131676
 7.04	 2.99	   4	   2	  77	  76	 4.05	   2	   1	c1e58c4a-8510-40ae-9876-7e7d1248787c	   94.65	      94.65	      1.7 	    5.35	W        	 1624132135
 7.04	 6.76	   6	   2	  67	  97	 0.28	   4	 -30	99203b57-f1db-441c-92f5-62aa163dc6d0	   54.71	      54.71	      0.25	   45.29	W        	 1624132795
 3.05	 7.83	   3	   4	 103	  99	-4.78	  -1	   4	09198aef-7c86-4e16-a28d-c69ffee46687	    3.69	      96.31	      0.92	   -3.69	L*       	 1624133369
 3.9 	 5.12	   1	   4	  64	  83	-1.22	  -3	 -19	855ce97c-932b-4453-b156-55d2b743eef6	   29.48	      70.52	      0.78	  -29.48	L        	 1624133832
 4.29	 1.66	   2	   4	  64	  69	 2.64	  -2	  -5	8f1e37e2-171f-4f63-b3ab-7b987a97452d	   90.23	       9.77	      0.58	  -90.23	L        	 1624134265
 4.34	 4.98	   5	   1	  75	 104	-0.64	   4	 -29	6d848d46-74d3-4c44-b856-b0b3a73c918d	   39.8 	      39.8 	      0.24	   60.2 	W        	 1624226517
 9.06	 4.82	   8	   5	  73	  81	 4.24	   3	  -8	3595881e-328b-48dc-a13e-ab713ca4899d	   94.28	      94.28	      4.13	    5.72	W        	 1624227106
 3.56	 2.6 	   1	   0	  64	  86	 0.96	   1	 -22	9c613640-cb6e-4944-a955-2531cdf450fb	   68.28	      68.28	      0.35	   31.72	W        	 1624227605
 3.79	 2.9 	   3	   1	  56	  75	 0.89	   2	 -19	cdaee523-3363-410e-b5fa-68d411baa369	   67.27	      67.27	      3.45	   32.73	W        	 1624228007
 4.76	 6.98	   4	   6	  71	  90	-2.22	  -2	 -19	4f201577-47d0-432f-8de6-3103c44d2f81	   18.62	      81.38	      5.02	  -18.62	L        	 1624228553
 3.91	 8   	   4	   5	  75	  87	-4.09	  -1	 -12	b8869989-c29d-4942-b464-2ea1650f7a69	    5.57	      94.43	      1.85	   -5.57	L        	 1624229052
 6.26	 2.43	   2	   1	  72	  96	 3.82	   1	 -24	ea43d37f-592b-413f-a34e-412263528e3b	   94.68	      94.68	      0.28	    5.32	W*       	 1624229501
 4.61	 7.83	   2	   5	  72	  85	-3.22	  -3	 -13	5dbfcc5e-9496-42ce-b3c2-e547ece3ec6a	   11.31	      88.69	      0.59	  -11.31	L        	 1624229986
 5.41	 4.41	   4	   5	  84	  83	 1   	  -1	   1	726dbdec-5e8f-4446-8453-23b604a61b21	   65.69	      34.31	      4.37	  -65.69	L        	 1624230476
 4.35	 1.47	   2	   0	  71	  56	 2.88	   2	  15	ac7b851d-8d9a-4962-bc83-767edb53a14a	   91.66	      91.66	      2.19	    8.34	W        	 1624309620
 4.8 	 3.1 	   3	   1	  76	  79	 1.71	   2	  -3	a25ba459-b545-4f46-9503-8ca8a994da8e	   77.21	      77.21	      1.93	   22.79	W        	 1624310028
 6.37	 5.09	   5	   1	  64	  68	 1.28	   4	  -4	13087c17-a243-417d-9a3c-ac7f591dfcc8	   69.32	      69.32	      0.2 	   30.68	W        	 1624310431
 3.32	 4.65	   1	   3	  89	  74	-1.32	  -2	  15	f808303c-1f8e-49fa-ade2-fbd17bc7bc6b	   27.88	      72.12	      1.63	  -27.88	L        	 1624310954
 3.86	12.48	   2	   7	  61	 108	-8.62	  -5	 -47	f34a3df1-31d3-42c0-bfb4-19c4aa4063f6	    0.17	      99.83	      0.16	   -0.17	L        	 1624311555
 3.62	 5.47	   2	   3	  68	  93	-1.85	  -1	 -25	d8fb1044-3ebd-4367-b50d-ad4c7fc9b435	   20.86	      79.14	      1.59	  -20.86	L*       	 1624312033
 2.83	 2.83	   2	   3	  75	  54	 0   	  -1	  21	e13e1183-3022-4ecf-9f63-cecbc095e30e	   49.54	      50.46	      8.77	  -49.54	L        	 1624312436
 4.86	 3.52	   9	   3	  61	  79	 1.34	   6	 -18	2169193a-03a9-4bf4-ad40-9bfd7b1cbc75	   73.79	      73.79	      0.34	   26.21	W        	 1624312981
 5.72	 2.37	   5	   2	  88	  74	 3.35	   3	  14	c7fba052-4895-4d34-83ad-d67bb1cfb64c	   94.44	      94.44	      8.03	    5.56	W        	 1624313436
 7.33	 3.97	   5	   4	 104	 108	 3.36	   1	  -4	c530be00-b00a-44df-bdef-f1a36128e576	   89.49	      89.49	      2.87	   10.51	W*       	 1624314059
 4.75	 3.18	   3	   4	  58	  74	 1.57	  -1	 -16	7b3df7fd-6a1a-41e0-9aef-2d9c54bea4d6	   75.04	      24.96	      3.95	  -75.04	L        	 1624314559
 4.32	 2.65	   4	   1	  70	  59	 1.67	   3	  11	b65575d2-e626-4982-862d-36db875f3b6a	   79.64	      79.64	      4.68	   20.36	W        	 1624315032
 3.35	 2.99	   4	   6	  81	  75	 0.36	  -2	   6	2c6886e6-dd7d-4129-bc3c-6deb2fbb132c	   56.66	      43.34	      0.99	  -56.66	L        	 1624315577
 2.27	 5.18	   5	   6	  50	  81	-2.91	  -1	 -31	97ddb298-f27a-4341-8adf-a29585f8fcc4	   10.94	      89.06	      0.77	  -10.94	L*       	 1624316169
 6.61	 5.4 	   2	   4	  83	  78	 1.21	  -2	   5	b430bcc4-b42f-4e23-9bc5-b1dc8104e126	   67.95	      32.05	      0.13	  -67.95	L        	 1624316638
 4.29	 3.96	   3	   2	  70	  76	 0.33	   1	  -6	14812ebc-f248-4562-b507-ce2ef0ab83fb	   55.66	      55.66	      3.05	   44.34	W        	 1624395716
 3.14	 3.18	   4	   1	  53	  79	-0.04	   3	 -26	419f531f-52e4-4fbf-a700-8b61d669542b	   49.16	      49.16	      2.45	   50.84	W        	 1624396132
 6.25	 3.93	   2	   3	  83	  86	 2.32	  -1	  -3	236b6ed5-707e-440a-97c3-8fff9d92acae	   84.02	      15.98	      0.39	  -84.02	L        	 1624396560
 3.05	 2.02	   4	   1	  52	  56	 1.03	   3	  -4	c887b785-4a5a-4023-988d-72a26c5b0a5e	   73.29	      73.29	      7.31	   26.71	W        	 1624396881
 4.14	 2.82	   2	   0	  57	  88	 1.33	   2	 -31	62fda587-14f3-4bf8-a723-3cf91fefdbbc	   73.07	      73.07	      0.51	   26.93	W        	 1624397225
 1.85	 5.98	   4	   7	  57	  97	-4.12	  -3	 -40	6701e2f5-e862-41b3-87d7-8fd869154a56	    3.39	      96.61	      1.3 	   -3.39	L        	 1624397780
 6.36	 3.76	   6	   4	  81	  84	 2.6 	   2	  -3	af365b42-64ce-4789-b178-db0a11d3eb61	   84.94	      84.94	      5.47	   15.06	W        	 1624398485
 4.56	 2.33	   4	   0	  79	  68	 2.23	   4	  11	f0f97697-8363-48c2-9e79-c2e89e6681e7	   84.5 	      84.5 	      2.02	   15.5 	W        	 1624398864
 2.56	 2.8 	   1	   0	  64	  73	-0.23	   1	  -9	fa495612-d842-495b-9486-bfb3eeff4553	   44.5 	      44.5 	      0.42	   55.5 	W        	 1624399235
 4.95	 3.9 	   4	   2	  63	  76	 1.05	   2	 -13	1a857ba0-7e6b-4724-b952-90fc9bbdafc9	   67   	      67   	      3.32	   33   	W        	 1624399690
 4.6 	 6.8 	   3	   5	  62	  81	-2.2 	  -2	 -19	6d0621cc-2f41-475f-b1fe-7d317dc9b9b0	   18.93	      81.07	      2.54	  -18.93	L        	 1624400169
 5.63	 4.53	   4	   3	  66	 102	 1.1 	   1	 -36	3e662cc8-3293-4d56-908c-32a023dc04f6	   68.87	      68.87	      3.24	   31.13	W*       	 1624400677
 5.32	 2.9 	   2	   6	  69	  72	 2.42	  -4	  -3	38bec57c-6247-432b-8414-4cd1029b4931	   85.73	      14.27	      0.12	  -85.73	L        	 1624401281
 2.7 	 7.85	   2	   3	  79	  69	-5.15	  -1	  10	4be14891-230f-4b16-a4d9-8cb614dc7767	    1.71	      98.29	      0.22	   -1.71	L        	 1624401732
 5.25	 1.35	   5	   0	  53	  40	 3.89	   5	  13	57259770-ebcc-4230-80e5-570459f0a551	   98.29	      98.29	      4.38	    1.71	W        	 1624402031
 3.07	 4.1 	   3	   1	  69	  70	-1.02	   2	  -1	9d1f2044-0d10-400c-b16d-83d19bf5e064	   31.67	      31.67	      1.04	   68.33	W        	 1624402488
 1.42	 5.13	   0	   4	  63	  79	-3.72	  -4	 -16	29642286-2ffc-4be8-83e2-f82384ca1309	    3.15	      96.85	      4.56	   -3.15	L        	 1624487959
 2.77	 6.8 	   1	   4	  70	  82	-4.02	  -3	 -12	e6560d67-ebdf-4a6f-a280-78cebb7515f3	    4.64	      95.36	      1.14	   -4.64	L        	 1624488367
 5.05	 5.1 	   4	   6	  61	  82	-0.05	  -2	 -21	564edd5d-b026-4676-8f95-ea8f346109c3	   48.95	      51.05	      4.86	  -48.95	L        	 1624488918
 4.83	 6.19	   4	   2	  96	  80	-1.36	   2	  16	4d21361f-c242-44b3-8cae-40ac80ab8904	   29.35	      29.35	      0.23	   70.65	W        	 1624489368
